	Phylum
1253_Bacteria_Proteobacteria_Alphaproteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_	Proteobacteria
1254_Bacteria_Proteobacteria_Alphaproteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_	Proteobacteria
1255_Bacteria_Proteobacteria_Alphaproteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_	Proteobacteria
1256_Bacteria_Proteobacteria_Alphaproteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_	Proteobacteria
1257_Bacteria_Proteobacteria_Alphaproteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_	Proteobacteria
1258_Bacteria_Proteobacteria_Alphaproteobacteria_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_Alphaproteobacteria_unclassified_	Proteobacteria
1259_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Frankiaceae_Frankiaceae_unclassified_Frankiaceae_unclassified_	Actinobacteria
125_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
1260_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Thermomonosporaceae_Thermomonosporaceae_unclassified_Thermomonosporaceae_unclassified_	Actinobacteria
1261_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Microbacteriaceae_unclassified_Microbacteriaceae_unclassified_	Actinobacteria
1262_Bacteria_Cyanobacteria_Nostocophycideae_Nostocales_Nostocales_unclassified_Nostocales_unclassified_Nostocales_unclassified_	Cyanobacteria
1263_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_Actinomycetales_unclassified_Actinomycetales_unclassified_	Actinobacteria
1264_Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Pseudoalteromonadaceae_Pseudoalteromonas_Pseudoalteromonas_unclassified_	Proteobacteria
1265_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
1266_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
1267_Bacteria_Firmicutes_Bacilli_Gemellales_Gemellaceae_Gemella_Gemella_unclassified_	Firmicutes
1268_Bacteria_Cyanobacteria_Nostocophycideae_Nostocales_Nostocaceae_Nostocaceae_unclassified_Nostocaceae_unclassified_	Cyanobacteria
1269_Bacteria_Cyanobacteria_Nostocophycideae_Nostocales_Nostocales_unclassified_Nostocales_unclassified_Nostocales_unclassified_	Cyanobacteria
126_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidicapsa_90__borealis_88__	Acidobacteria
1270_Bacteria_Cyanobacteria_Nostocophycideae_Nostocales_Nostocaceae_Nostocaceae_unclassified_Nostocaceae_unclassified_	Cyanobacteria
1271_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonadaceae_unclassified_Comamonadaceae_unclassified_	Proteobacteria
1272_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonadaceae_unclassified_Comamonadaceae_unclassified_	Proteobacteria
1273_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillales_unclassified_Rhodospirillales_unclassified_Rhodospirillales_unclassified_	Proteobacteria
1274_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
1275_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
1276_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillales_unclassified_Rhodospirillales_unclassified_Rhodospirillales_unclassified_	Proteobacteria
1277_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
1278_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
1279_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillaceae_unclassified_Rhodospirillaceae_unclassified_	Proteobacteria
127_Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_Pseudomonas_unclassified_86__	Proteobacteria
1280_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
1281_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
1282_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Terriglobus_Terriglobus_unclassified_	Acidobacteria
1283_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
1284_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
1285_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
1286_Bacteria_Cyanobacteria_4C0d-2_SM1D11_SM1D11_unclassified_SM1D11_unclassified_SM1D11_unclassified_	Cyanobacteria
1287_Bacteria_Acidobacteria_Solibacteres_Solibacterales_Solibacterales_unclassified_Solibacterales_unclassified_Solibacterales_unclassified_	Acidobacteria
128_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Salinibacterium_88__Salinibacterium_unclassified_85__	Actinobacteria
129_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__74___Chthoniobacteraceae__unclassified_74___Chthoniobacteraceae__unclassified_74__	Verrucomicrobia
12_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_70__Novosphingobium_unclassified_70__	Proteobacteria
130_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Novosphingobium_96__Novosphingobium_unclassified_96__	Proteobacteria
131_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
132_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Luteibacter_rhizovicinus_	Proteobacteria
133_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
134_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_wittichii_98__	Proteobacteria
135_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Sinobacteraceae_unclassified_Sinobacteraceae_unclassified_	Proteobacteria
136_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
137_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
138_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacterales__unclassified_64___Chthoniobacterales__unclassified_64___Chthoniobacterales__unclassified_64__	Verrucomicrobia
139_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Methylibium_78__Methylibium_unclassified_73__	Proteobacteria
13_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
140_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
141_Bacteria_Acidobacteria_DA052_Ellin6513_Ellin6513_unclassified_Ellin6513_unclassified_Ellin6513_unclassified_	Acidobacteria
142_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Frankiaceae_96__Frankiaceae_unclassified_95__Frankiaceae_unclassified_95__	Actinobacteria
143_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_99__Acetobacteraceae_unclassified_99__	Proteobacteria
144_Bacteria_Armatimonadetes__Fimbriimonadia___Fimbriimonadales___Fimbriimonadaceae__Fimbriimonas_Fimbriimonas_unclassified_	Armatimonadetes
145_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_99__Rhizobiales_unclassified_99__Rhizobiales_unclassified_99__	Proteobacteria
146_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
147_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_Mucilaginibacter_unclassified_	Bacteroidetes
148_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacterales__unclassified_77___Chthoniobacterales__unclassified_77___Chthoniobacterales__unclassified_77__	Verrucomicrobia
149_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
14_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Granulicella_86__aggregans_61__	Acidobacteria
150_Bacteria_Acidobacteria_Solibacteres_Solibacterales_Solibacteraceae_Candidatus_Solibacter_Candidatus_Solibacter_unclassified_	Acidobacteria
151_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_Beijerinckia_83__Beijerinckia_unclassified_83__	Proteobacteria
152_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_84__aerogenes_84__	Proteobacteria
153_Bacteria_Chloroflexi_C0119_C0119_unclassified_C0119_unclassified_C0119_unclassified_C0119_unclassified_	Chloroflexi
154_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_mitochondria_Anomodon_81__rugelii_81__	Proteobacteria
155_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
156_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bosea_genosp__	Proteobacteria
157_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Mycobacteriaceae_Mycobacterium_Mycobacterium_unclassified_	Actinobacteria
158_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
159_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Sphingobacteriaceae_unclassified_93__Sphingobacteriaceae_unclassified_93__	Bacteroidetes
15_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_92__Rhizobiales_unclassified_92__Rhizobiales_unclassified_92__	Proteobacteria
160_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__84___Chthoniobacteraceae__unclassified_83___Chthoniobacteraceae__unclassified_83__	Verrucomicrobia
161_Bacteria_Acidobacteria_DA052_Ellin6513_Ellin6513_unclassified_Ellin6513_unclassified_Ellin6513_unclassified_	Acidobacteria
162_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Sphingobacteriaceae_unclassified_Sphingobacteriaceae_unclassified_	Bacteroidetes
163_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_Yonghaparkia_53__Yonghaparkia_unclassified_53__	Actinobacteria
164_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_68__Actinomycetales_unclassified_68__Actinomycetales_unclassified_68__	Actinobacteria
165_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Variovorax_78__paradoxus_78__	Proteobacteria
166_Bacteria_Acidobacteria_Solibacteres_Solibacterales_Solibacteraceae_Candidatus_Solibacter_Candidatus_Solibacter_unclassified_	Acidobacteria
167_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Sphingobacteriaceae_unclassified_74__Sphingobacteriaceae_unclassified_74__	Bacteroidetes
168_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
169_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
16_Bacteria_Others_Others_unclassified_Others_unclassified_Others_unclassified_Others_unclassified_Others_unclassified_	Bacteria_unclassified
170_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
171_Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Conexibacteraceae_Conexibacter_77__Conexibacter_unclassified_77__	Actinobacteria
172_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
173_Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Conexibacteraceae_61__Conexibacteraceae_unclassified_61__Conexibacteraceae_unclassified_61__	Actinobacteria
174_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Nakamurellaceae_Nakamurellaceae_unclassified_Nakamurellaceae_unclassified_	Actinobacteria
175_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Methylibium_79__Methylibium_unclassified_79__	Proteobacteria
176_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_75__Mucilaginibacter_unclassified_72__	Bacteroidetes
177_Bacteria_Proteobacteria_Betaproteobacteria_Betaproteobacteria_unclassified_Betaproteobacteria_unclassified_Betaproteobacteria_unclassified_Betaproteobacteria_unclassified_	Proteobacteria
178_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_98__Rhizobiales_unclassified_98__Rhizobiales_unclassified_98__	Proteobacteria
179_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__55___Chthoniobacteraceae__unclassified_55___Chthoniobacteraceae__unclassified_55__	Verrucomicrobia
17_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_jinjuensis_97__	Bacteroidetes
180_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_wittichii_96__	Proteobacteria
181_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_99__Acidobacteriaceae_unclassified_99__	Acidobacteria
182_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__Chthoniobacter_Chthoniobacter_unclassified_	Verrucomicrobia
183_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacterales__unclassified_87___Chthoniobacterales__unclassified_87___Chthoniobacterales__unclassified_87__	Verrucomicrobia
184_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
185_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_Rhizobiales_unclassified_Rhizobiales_unclassified_	Proteobacteria
186_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_57__Beijerinckiaceae_unclassified_57__Beijerinckiaceae_unclassified_57__	Proteobacteria
187_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
188_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Sinobacteraceae_unclassified_Sinobacteraceae_unclassified_	Proteobacteria
189_Bacteria_Planctomycetes_Planctomycetia_Gemmatales_Isosphaeraceae_Isosphaeraceae_unclassified_Isosphaeraceae_unclassified_	Planctomycetes
18_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_69__Beijerinckiaceae_unclassified_58__Beijerinckiaceae_unclassified_58__	Proteobacteria
190_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
191_Bacteria_Cyanobacteria_4C0d-2_MLE1-12_MLE1-12_unclassified_MLE1-12_unclassified_MLE1-12_unclassified_	Cyanobacteria
192_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Comamonadaceae_unclassified_Comamonadaceae_unclassified_	Proteobacteria
193_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacteriaceae_unclassified_59__Enterobacteriaceae_unclassified_59__	Proteobacteria
194_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Terriglobus_85__Terriglobus_unclassified_85__	Acidobacteria
195_Bacteria_Verrucomicrobia__Methylacidiphilae__Methylacidiphilales_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_Methylacidiphilales_unclassified_	Verrucomicrobia
196_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_97__Beijerinckiaceae_unclassified_70__Beijerinckiaceae_unclassified_70__	Proteobacteria
197_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillaceae_unclassified_Rhodospirillaceae_unclassified_	Proteobacteria
198_Bacteria_Thermi_Deinococci_Deinococcales_Deinococcaceae_Deinococcus_Deinococcus_unclassified_	Thermi
199_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Streptomycetaceae_Streptomyces_97__purpeofuscus_79__	Actinobacteria
19_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
1_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Rahnella_60__aquatilis_60__	Proteobacteria
200_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Thermomonosporaceae_Thermomonosporaceae_unclassified_76__Thermomonosporaceae_unclassified_76__	Actinobacteria
201_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_96__Rhizobiales_unclassified_96__Rhizobiales_unclassified_96__	Proteobacteria
202_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__97___Chthoniobacteraceae__unclassified_72___Chthoniobacteraceae__unclassified_72__	Verrucomicrobia
203_Bacteria_TM7_TM7-1_TM7-1_unclassified_TM7-1_unclassified_TM7-1_unclassified_TM7-1_unclassified_	TM7
204_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Telmatospirillum_Telmatospirillum_unclassified_	Proteobacteria
205_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_jinjuensis_	Bacteroidetes
206_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonadaceae_unclassified_Sphingomonadaceae_unclassified_	Proteobacteria
207_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_93__Mucilaginibacter_unclassified_93__	Bacteroidetes
208_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_wittichii_	Proteobacteria
209_Bacteria_Actinobacteria_Thermoleophilia_Solirubrobacterales_Solirubrobacterales_unclassified_Solirubrobacterales_unclassified_Solirubrobacterales_unclassified_	Actinobacteria
20_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
210_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Caulobacteraceae_unclassified_Caulobacteraceae_unclassified_	Proteobacteria
211_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Devosia_Devosia_unclassified_	Proteobacteria
212_Bacteria_Cyanobacteria_4C0d-2_MLE1-12_MLE1-12_unclassified_MLE1-12_unclassified_MLE1-12_unclassified_	Cyanobacteria
213_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Phenylobacterium_99__Phenylobacterium_unclassified_99__	Proteobacteria
214_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_51__Beijerinckiaceae_unclassified_51__Beijerinckiaceae_unclassified_51__	Proteobacteria
215_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
216_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__Ellin506_Ellin506_unclassified_	Verrucomicrobia
217_Bacteria_Cyanobacteria_4C0d-2_MLE1-12_MLE1-12_unclassified_MLE1-12_unclassified_MLE1-12_unclassified_	Cyanobacteria
218_Bacteria_Verrucomicrobia_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_Verrucomicrobia_unclassified_	Verrucomicrobia
219_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Acidobacteriaceae_unclassified_Acidobacteriaceae_unclassified_	Acidobacteria
21_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_unclassified_97__Rhizobiales_unclassified_97__Rhizobiales_unclassified_97__	Proteobacteria
220_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bosea_99__genosp__99__	Proteobacteria
221_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Mycobacteriaceae_Mycobacterium_Mycobacterium_unclassified_82__	Actinobacteria
222_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Oxalobacteraceae_Oxalobacteraceae_unclassified_96__Oxalobacteraceae_unclassified_96__	Proteobacteria
223_Bacteria_Bacteroidetes__Saprospirae___Saprospirales__Chitinophagaceae_Chitinophagaceae_unclassified_Chitinophagaceae_unclassified_	Bacteroidetes
224_Bacteria_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Granulicella_53__Granulicella_unclassified_53__	Acidobacteria
225_Bacteria_Cyanobacteria_4C0d-2_MLE1-12_MLE1-12_unclassified_MLE1-12_unclassified_MLE1-12_unclassified_	Cyanobacteria
226_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Mycobacteriaceae_Mycobacterium_celatum_	Actinobacteria
227_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_99__Beijerinckiaceae_unclassified_86__Beijerinckiaceae_unclassified_86__	Proteobacteria
228_Bacteria_Verrucomicrobia__Spartobacteria___Chthoniobacterales___Chthoniobacteraceae__91___Chthoniobacteraceae__unclassified_81___Chthoniobacteraceae__unclassified_81__	Verrucomicrobia
229_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
22_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Acetobacteraceae_unclassified_Acetobacteraceae_unclassified_	Proteobacteria
230_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillaceae_unclassified_Rhodospirillaceae_unclassified_	Proteobacteria
231_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Sinobacteraceae_Sinobacteraceae_unclassified_Sinobacteraceae_unclassified_	Proteobacteria
232_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_Mucilaginibacter_unclassified_99__	Bacteroidetes
233_Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Sphingomonadaceae_Sphingomonas_wittichii_51__	Proteobacteria
234_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_Mucilaginibacter_unclassified_99__	Bacteroidetes
235_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetales_unclassified_97__Actinomycetales_unclassified_97__Actinomycetales_unclassified_97__	Actinobacteria
236_Bacteria_Proteobacteria_Proteobacteria_unclassified_Proteobacteria_unclassified_Proteobacteria_unclassified_Proteobacteria_unclassified_Proteobacteria_unclassified_	Proteobacteria
237_Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Phenylobacterium_96__Phenylobacterium_unclassified_96__	Proteobacteria
238_Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Idiomarinaceae_Pseudidiomarina_homiensis_	Proteobacteria
239_Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Micromonosporaceae_Micromonosporaceae_unclassified_Micromonosporaceae_unclassified_	Actinobacteria
23_Bacteria_Cyanobacteria_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_Cyanobacteria_unclassified_	Cyanobacteria
240_Bacteria_Proteobacteria_Alphaproteobacteria_BD7-3_BD7-3_unclassified_BD7-3_unclassified_BD7-3_unclassified_	Proteobacteria
241_Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter_Mucilaginibacter_unclassified_88__	Bacteroidetes
242_Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Rhodanobacter_Rhodanobacter_unclassified_	Proteobacteria
