OTU	Size	Taxonomy
Otu06361	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06362	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06363	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06364	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06365	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06366	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06367	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06368	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06369	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06370	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Frankiaceae;Frankiaceae_unclassified;Frankiaceae_unclassified;
Otu06371	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06372	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06373	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio_unclassified;
Otu06374	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06375	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio_unclassified;
Otu06376	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06377	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06378	3	Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];Fimbriimonas;Fimbriimonas_unclassified;
Otu06379	3	Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia;Candidatus_Protochlamydia_unclassified;
Otu06380	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidocella;Acidocella_unclassified;
Otu06381	3	Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];Fimbriimonas;Fimbriimonas_unclassified;
Otu06382	3	Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae;Parachlamydiaceae_unclassified;Parachlamydiaceae_unclassified;
Otu06383	3	Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia;Candidatus_Protochlamydia_unclassified;
Otu06384	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06385	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06386	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio_unclassified;
Otu06387	3	Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];Fimbriimonas;Fimbriimonas_unclassified;
Otu06388	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio_unclassified;
Otu06389	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovoracaceae_unclassified;Bacteriovoracaceae_unclassified;
Otu06390	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified(67);Acetobacteraceae_unclassified(67);
Otu06391	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06392	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06393	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06394	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio_unclassified;
Otu06395	3	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio_unclassified;
Otu06396	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetales_unclassified;Actinomycetales_unclassified;Actinomycetales_unclassified;
Otu06397	3	Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia;Candidatus_Protochlamydia_unclassified;
Otu06398	3	Bacteria;Cyanobacteria;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;
Otu06399	3	Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia;Candidatus_Protochlamydia_unclassified;
Otu06400	3	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu06401	3	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;homiensis;
Otu06402	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06403	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06404	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06405	3	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu06406	3	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu06407	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06408	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06409	3	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacteraceae_unclassified(67);Conexibacteraceae_unclassified(67);
Otu06410	3	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;andropogonis;
Otu06411	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06412	3	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter;Patulibacter_unclassified;
Otu06413	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06414	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified(67);Acetobacteraceae_unclassified(67);
Otu06415	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06416	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06417	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06418	3	Bacteria;Verrucomicrobia;[Methylacidiphilae];Methylacidiphilales;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;Methylacidiphilales_unclassified;
Otu06419	3	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonadaceae_unclassified;Comamonadaceae_unclassified;
Otu06420	3	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;Conexibacter_unclassified;
Otu06421	3	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacteraceae_unclassified;Patulibacteraceae_unclassified;
Otu06422	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06423	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06424	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06425	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06426	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06427	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillaceae_unclassified;Rhodospirillaceae_unclassified;
Otu06428	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06429	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06430	3	Bacteria;Armatimonadetes;[Fimbriimonadia];[Fimbriimonadales];[Fimbriimonadaceae];Fimbriimonas;Fimbriimonas_unclassified;
Otu06431	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Kineosporiaceae(67);Kineosporiaceae_unclassified(67);Kineosporiaceae_unclassified(67);
Otu06432	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06433	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu06434	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu06435	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae(67);Thermomonosporaceae_unclassified(67);Thermomonosporaceae_unclassified(67);
Otu06436	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06437	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetales_unclassified;Actinomycetales_unclassified;Actinomycetales_unclassified;
Otu06438	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacterales_unclassified(67);Solibacterales_unclassified(67);Solibacterales_unclassified(67);
Otu06439	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetales_unclassified;Actinomycetales_unclassified;Actinomycetales_unclassified;
Otu06440	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06441	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06442	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma;Acidisoma_unclassified;
Otu06443	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06444	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu06445	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacterales_unclassified;Solibacterales_unclassified;Solibacterales_unclassified;
Otu06446	3	Bacteria;TM7;TM7-1;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;
Otu06447	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06448	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06449	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma;Acidisoma_unclassified;
Otu06450	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06451	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06452	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06453	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06454	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu06455	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas(67);Roseomonas_unclassified(67);
Otu06456	3	Bacteria;Cyanobacteria;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;
Otu06457	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae;Candidatus_Solibacter;Candidatus_Solibacter_unclassified;
Otu06458	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06459	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified(67);Acetobacteraceae_unclassified(67);
Otu06460	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06461	3	Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;
Otu06462	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06463	3	Bacteria;Cyanobacteria;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;
Otu06464	3	Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;
Otu06465	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06466	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06467	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06468	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06469	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06470	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06471	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06472	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified(67);Acetobacteraceae_unclassified(67);
Otu06473	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetales_unclassified;Actinomycetales_unclassified;Actinomycetales_unclassified;
Otu06474	3	Bacteria;Verrucomicrobia;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;Verrucomicrobia_unclassified;
Otu06475	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06476	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidisoma;Acidisoma_unclassified;
Otu06477	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06478	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetales_unclassified(67);Actinomycetales_unclassified(67);Actinomycetales_unclassified(67);
Otu06479	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06480	3	Bacteria;TM7;TM7-1;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;
Otu06481	3	Bacteria;TM7;TM7-1;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;
Otu06482	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06483	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06484	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06485	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06486	3	Bacteria;Cyanobacteria;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;Cyanobacteria_unclassified;
Otu06487	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06488	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
Otu06489	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Thermomonosporaceae;Thermomonosporaceae_unclassified;Thermomonosporaceae_unclassified;
Otu06490	3	Bacteria;TM7;TM7-1;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;TM7-1_unclassified;
Otu06491	3	Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacterales_unclassified(67);Solibacterales_unclassified(67);Solibacterales_unclassified(67);
Otu06492	3	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetales_unclassified(67);Actinomycetales_unclassified(67);Actinomycetales_unclassified(67);
Otu06493	3	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacteraceae_unclassified;Acetobacteraceae_unclassified;
